FoodImage,NumOffeats,BagOfSurf,FoodId

/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst1/img_1903.jpg,2922,BagOfSurf{0.03216974674880219;0.004791238877481177;0.001026694045174538;0.01813826146475017;0.0;0.0037645448323066393;0.022245037645448322;0.015058179329226557;0.01026694045174538;0.0037645448323066393;0.009240246406570842;0.00513347022587269;0.004106776180698152;0.002053388090349076;0.0013689253935660506;0.009924709103353867;0.019507186858316223;0.005817932922655715;0.005817932922655715;0.015058179329226557;0.012662559890485968;0.00513347022587269;0.0037645448323066393;0.015400410677618069;0.006844626967830253;0.00513347022587269;0.0054757015742642025;0.01163586584531143;0.00787132101300479;0.009240246406570842;0.003080082135523614;0.010951403148528405;0.0013689253935660506;0.004791238877481177;0.015058179329226557;0.01779603011635866;0.007529089664613279;0.030800821355236138;0.00889801505817933;0.002053388090349076;0.011293634496919919;0.006844626967830253;0.0017111567419575632;0.0037645448323066393;0.0013689253935660506;0.025325119780971937;0.010609171800136893;0.016084873374401096;0.008555783709787816;3.4223134839151266E-4;0.03285420944558522;0.01026694045174538;0.01779603011635866;6.844626967830253E-4;0.01403148528405202;0.007186858316221766;0.006502395619438741;0.039014373716632446;0.00787132101300479;0.009240246406570842;0.008213552361396304;0.0013689253935660506;0.009582477754962354;0.014373716632443531;0.013347022587268994;0.004791238877481177;0.01026694045174538;0.005817932922655715;0.01163586584531143;0.011978097193702943;0.01403148528405202;0.02737850787132101;0.007186858316221766;0.00787132101300479;0.021560574948665298;0.001026694045174538;0.004106776180698152;0.004791238877481177;0.00787132101300479;0.008555783709787816;0.002053388090349076;0.01163586584531143;0.003080082135523614;0.0027378507871321013;0.019164955509924708;0.009582477754962354;0.010951403148528405;0.007186858316221766;0.019507186858316223;0.02737850787132101;0.00787132101300479;0.0054757015742642025;0.006160164271047228;0.00513347022587269;0.010609171800136893;0.006844626967830253;0.006160164271047228;0.008213552361396304;0.01163586584531143;0.01676933607118412},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst1/img_1904.jpg,2986,BagOfSurf{0.025452109845947757;0.0016744809109176155;0.0010046885465505692;0.008372404554588079;6.697923643670462E-4;0.004018754186202277;0.01707970529135968;0.017414601473543203;0.008037508372404554;0.007367716008037508;0.010716677829872739;0.006363027461486939;0.009042196918955124;0.003683858004018754;0.0010046885465505692;0.007702612190221032;0.02578700602813128;0.008037508372404554;0.006697923643670462;0.013730743469524447;0.01507032819825854;0.006363027461486939;0.0020093770931011385;0.007367716008037508;0.006697923643670462;0.006363027461486939;0.006697923643670462;0.013730743469524447;0.010046885465505693;0.013395847287340924;6.697923643670462E-4;0.011051574012056262;0.0016744809109176155;0.006363027461486939;0.01172136637642331;0.016075016744809108;0.013395847287340924;0.021768251841929;0.010046885465505693;0.0016744809109176155;0.015405224380442064;0.008037508372404554;0.003348961821835231;0.003683858004018754;0.0020093770931011385;0.019089082384460818;0.011051574012056262;0.01707970529135968;0.008372404554588079;3.348961821835231E-4;0.016744809109176157;0.007702612190221032;0.012056262558606833;0.0053583389149363695;0.01507032819825854;0.009042196918955124;0.01640991292699263;0.029805760214333555;0.006363027461486939;0.008037508372404554;0.01640991292699263;0.005023442732752847;0.015740120562625585;0.013730743469524447;0.006697923643670462;0.008707300736771601;0.00971198928332217;0.008707300736771601;0.010381781647689216;0.010046885465505693;0.010046885465505693;0.016744809109176157;3.348961821835231E-4;0.007702612190221032;0.015405224380442064;0.003683858004018754;0.009042196918955124;0.011051574012056262;0.006697923643670462;0.00971198928332217;0.004353650368385801;0.019089082384460818;0.0013395847287340924;0.009042196918955124;0.01172136637642331;0.01172136637642331;0.0056932350971198925;0.012391158740790355;0.016744809109176157;0.02578700602813128;0.010381781647689216;0.010381781647689216;0.0056932350971198925;0.002344273275284662;0.01172136637642331;0.01507032819825854;0.008037508372404554;0.013730743469524447;0.015740120562625585;0.012391158740790355},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst1/img_1905.jpg,2781,BagOfSurf{0.017259978425026967;0.0017979144192736426;0.0017979144192736426;0.015821646889608056;0.0;0.003236245954692557;0.023013304566702624;0.015102481121898598;0.008989572096368213;0.002876663070837828;0.013664149586479683;0.005034160373966199;0.006112909025530385;0.002876663070837828;0.0010787486515641855;0.008270406328658756;0.020855807263574253;0.008629989212513484;0.007910823444804028;0.011506652283351312;0.017619561308881697;0.007551240560949299;0.0025170801869830997;0.015102481121898598;0.010787486515641856;0.008270406328658756;0.005034160373966199;0.012944983818770227;0.01222581805106077;0.008629989212513484;0.0017979144192736426;0.012944983818770227;0.001438331535418914;0.005393743257820928;0.012944983818770227;0.015102481121898598;0.008989572096368213;0.027328299172959366;0.012944983818770227;0.0010787486515641855;0.00719165767709457;0.008270406328658756;0.003955411722402014;0.005753326141675656;7.19165767709457E-4;0.015462064005753326;0.010068320747932399;0.020496224379719527;0.013304566702624955;3.595828838547285E-4;0.02445163610212154;0.012944983818770227;0.012585400934915498;0.0010787486515641855;0.016181229773462782;0.011147069399496584;0.008989572096368213;0.01654081265731751;0.00719165767709457;0.005393743257820928;0.018338727076591153;0.004314994606256742;0.011147069399496584;0.01438331535418914;0.012944983818770227;0.011147069399496584;0.009708737864077669;0.007910823444804028;0.01222581805106077;0.01222581805106077;0.019057892844300612;0.014742898238043868;0.003236245954692557;0.006112909025530385;0.008989572096368213;0.002157497303128371;0.00719165767709457;0.007551240560949299;0.007910823444804028;0.010427903631787127;0.0025170801869830997;0.017979144192736426;0.003236245954692557;0.007551240560949299;0.010427903631787127;0.009708737864077669;0.003955411722402014;0.009349154980222941;0.01690039554117224;0.019057892844300612;0.011506652283351312;0.010427903631787127;0.011147069399496584;0.005034160373966199;0.009708737864077669;0.01222581805106077;0.007910823444804028;0.02409205321826681;0.012585400934915498;0.01438331535418914},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst1/img_1906.jpg,2577,BagOfSurf{0.010089251067132324;0.0034924330616996507;0.0019402405898331393;0.010477299185098952;0.0;0.002328288707799767;0.022894838960031045;0.012029491656965464;0.008149010477299184;0.0011641443538998836;0.01590997283663174;0.009701202949165696;0.007760962359332557;0.004268529297632906;0.0031043849437330227;0.009701202949165696;0.017462165308498253;0.010477299185098952;0.012805587892898719;0.01086534730306558;0.01979045401629802;0.00543267365153279;0.002716336825766395;0.013969732246798603;0.01241753977493209;0.008149010477299184;0.008149010477299184;0.012805587892898719;0.015521924718665115;0.01086534730306558;0.0031043849437330227;0.006208769887466045;0.0034924330616996507;0.008537058595265812;0.009701202949165696;0.017074117190531625;0.008149010477299184;0.013969732246798603;0.010477299185098952;0.002716336825766395;0.01241753977493209;0.006208769887466045;0.004656577415599534;0.006208769887466045;0.0011641443538998836;0.013581684128831975;0.01086534730306558;0.020566550252231277;0.010477299185098952;7.760962359332557E-4;0.016686069072564997;0.01086534730306558;0.014745828482731859;0.0011641443538998836;0.019014357780364765;0.010477299185098952;0.006984866123399301;0.02173069460613116;0.007372914241365929;0.020566550252231277;0.00892510671323244;0.005044625533566162;0.013581684128831975;0.01590997283663174;0.018626309662398137;0.012805587892898719;0.017074117190531625;0.010089251067132324;0.012029491656965464;0.013581684128831975;0.013193636010865347;0.01979045401629802;0.0038804811796662787;0.008149010477299184;0.013581684128831975;0.0034924330616996507;0.005044625533566162;0.00892510671323244;0.009701202949165696;0.008537058595265812;0.004656577415599534;0.016686069072564997;0.0038804811796662787;0.009701202949165696;0.00892510671323244;0.011641443538998836;0.004268529297632906;0.012805587892898719;0.027939464493597205;0.013969732246798603;0.011641443538998836;0.004656577415599534;0.007760962359332557;0.002328288707799767;0.00892510671323244;0.010477299185098952;0.004656577415599534;0.01086534730306558;0.007760962359332557;0.010089251067132324},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2686.jpg,4395,BagOfSurf{0.017519908987485778;0.0027303754266211604;0.0013651877133105802;0.01274175199089875;6.825938566552901E-4;0.022525597269624574;0.011604095563139932;0.012059158134243459;0.014106939704209329;0.008873720136518772;0.012514220705346985;0.008418657565415245;0.010921501706484642;0.006370875995449375;0.0022753128555176336;0.015699658703071672;0.01888509670079636;0.00477815699658703;0.010238907849829351;0.005688282138794084;0.013196814562002276;0.014334470989761093;0.00477815699658703;0.0161547212741752;0.005460750853242321;0.00477815699658703;0.009783845278725825;0.01274175199089875;0.005915813424345847;0.006825938566552901;0.005233219567690558;0.009101251422070534;0.005915813424345847;0.0161547212741752;0.008418657565415245;0.010921501706484642;0.013196814562002276;0.014334470989761093;0.012059158134243459;0.0011376564277588168;0.012969283276450512;0.004095563139931741;0.0038680318543799774;0.011831626848691695;0.004323094425483504;0.010466439135381115;0.008646188850967008;0.012286689419795221;0.008418657565415245;0.004095563139931741;0.015244596131968146;0.005688282138794084;0.016382252559726963;0.004095563139931741;0.008873720136518772;0.009783845278725825;0.009783845278725825;0.022753128555176336;0.02161547212741752;0.01820250284414107;0.012969283276450512;0.017064846416382253;0.009101251422070534;0.014106939704209329;0.007963594994311717;0.009328782707622298;0.004550625711035267;0.0072810011376564275;0.0072810011376564275;0.016609783845278725;0.010466439135381115;0.014334470989761093;0.0029579067121729237;0.009101251422070534;0.017974971558589306;0.005005688282138794;0.0038680318543799774;0.010693970420932878;0.005005688282138794;0.009328782707622298;0.005688282138794084;0.01274175199089875;0.005915813424345847;0.007736063708759955;0.012286689419795221;0.007963594994311717;0.005233219567690558;0.013651877133105802;0.015017064846416382;0.018657565415244597;0.006370875995449375;0.0072810011376564275;0.0029579067121729237;0.002502844141069397;0.02571103526734926;0.016382252559726963;0.004095563139931741;0.011604095563139932;0.010238907849829351;0.009101251422070534},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2687.jpg,3080,BagOfSurf{0.01525974025974026;0.004545454545454545;0.0022727272727272726;0.009415584415584415;0.0;0.002922077922077922;0.024025974025974027;0.014935064935064935;0.006493506493506494;0.003246753246753247;0.012987012987012988;0.008441558441558441;0.00551948051948052;0.006818181818181818;3.246753246753247E-4;0.012337662337662338;0.02012987012987013;0.007792207792207792;0.007467532467532467;0.016558441558441557;0.014935064935064935;0.008116883116883116;0.00551948051948052;0.02142857142857143;0.012987012987012988;0.00909090909090909;0.005844155844155844;0.012012987012987014;0.012012987012987014;0.01461038961038961;0.003246753246753247;0.008441558441558441;0.0016233766233766235;0.00551948051948052;0.008116883116883116;0.022727272727272728;0.008116883116883116;0.016558441558441557;0.009415584415584415;0.001948051948051948;0.014935064935064935;0.003896103896103896;0.006493506493506494;0.005844155844155844;0.0012987012987012987;0.01396103896103896;0.012012987012987014;0.02077922077922078;0.01753246753246753;6.493506493506494E-4;0.01753246753246753;0.012337662337662338;0.017207792207792207;0.0012987012987012987;0.017857142857142856;0.01103896103896104;0.0025974025974025974;0.021103896103896104;0.007142857142857143;0.017207792207792207;0.006168831168831169;0.007467532467532467;0.012012987012987014;0.012012987012987014;0.007467532467532467;0.00974025974025974;0.012662337662337663;0.010714285714285714;0.010064935064935065;0.023701298701298702;0.014935064935064935;0.012987012987012988;0.003246753246753247;0.006493506493506494;0.012662337662337663;0.003896103896103896;0.003246753246753247;0.009415584415584415;0.008766233766233766;0.007142857142857143;0.00487012987012987;0.019155844155844155;0.003896103896103896;0.007792207792207792;0.01103896103896104;0.006493506493506494;0.0035714285714285713;0.007467532467532467;0.023701298701298702;0.01396103896103896;0.01103896103896104;0.003896103896103896;0.006818181818181818;0.0025974025974025974;0.005844155844155844;0.01396103896103896;0.011363636363636364;0.014935064935064935;0.016883116883116882;0.009415584415584415},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2688.jpg,4411,BagOfSurf{0.021310360462480162;0.0022670596236681025;4.534119247336205E-4;0.014055769666742235;0.0;0.011562004080707322;0.013829063704375425;0.01020176830650646;0.00952165041940603;0.0024937655860349127;0.0088415325323056;0.011562004080707322;0.007254590795737928;0.0052142371344366355;0.0013602357742008614;0.0068011788710043075;0.024484243935615508;0.0052142371344366355;0.015189299478576286;0.007481296758104738;0.010655180231240081;0.015642711403309906;0.003627295397868964;0.00974835638177284;0.0029471775107685334;0.0031738834731353436;0.013602357742008615;0.007708002720471548;0.00793470868283836;0.00906823849467241;9.06823849467241E-4;0.00838812060757198;0.004760825209703015;0.010428474268873271;0.004534119247336205;0.0176830650646112;0.014962593516209476;0.020176830650646113;0.00861482656993879;6.801178871004307E-4;0.014509181591475856;0.0029471775107685334;0.0022670596236681025;0.004987531172069825;4.534119247336205E-4;0.017456359102244388;0.011335298118340512;0.015642711403309906;0.00816141464520517;0.0029471775107685334;0.0176830650646112;0.00929494445703922;0.021083654500113354;0.001813647698934482;0.012015416005440944;0.00861482656993879;0.013148945817274995;0.03445930627975516;0.014282475629109045;0.01836318295171163;0.013602357742008615;0.004760825209703015;0.012242121967807754;0.01858988891407844;0.00952165041940603;0.00838812060757198;0.006121060983903877;0.004534119247336205;0.004534119247336205;0.026071185672183177;0.013148945817274995;0.01949671276354568;0.002720471548401723;0.011562004080707322;0.012922239854908184;0.004080707322602585;0.014282475629109045;0.00816141464520517;0.007254590795737928;0.011108592155973701;0.0024937655860349127;0.01813647698934482;0.006574472908637497;0.00816141464520517;0.011562004080707322;0.00974835638177284;0.0024937655860349127;0.00861482656993879;0.024257537973248696;0.00997506234413965;0.003854001360235774;0.013602357742008615;0.002720471548401723;0.0029471775107685334;0.022443890274314215;0.014962593516209476;0.002720471548401723;0.0088415325323056;0.014735887553842666;0.012242121967807754},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2689.jpg,4196,BagOfSurf{0.019780743565300286;0.0023832221163012394;9.532888465204957E-4;0.012392755004766444;0.0;0.03312678741658723;0.012631077216396568;0.007387988560533841;0.014775977121067683;0.0021448999046711154;0.008817921830314586;0.013822688274547188;0.013584366062917064;0.0011916110581506197;0.0;0.004528122020972355;0.016920877025738797;0.003336510962821735;0.013584366062917064;0.004051477597712107;0.010486177311725452;0.014299332697807437;0.0019065776930409914;0.005719733079122974;0.003574833174451859;0.0023832221163012394;0.007387988560533841;0.011201143946615824;0.011201143946615824;0.00548141086749285;9.532888465204957E-4;0.013584366062917064;0.0019065776930409914;0.012392755004766444;0.005004766444232603;0.01215443279313632;0.019304099142040038;0.01811248808388942;0.008579599618684462;2.3832221163012392E-4;0.01572926596758818;0.0016682554814108675;0.004289799809342231;0.003574833174451859;0.0;0.01763584366062917;0.007387988560533841;0.012869399428026692;0.009532888465204958;0.0;0.01334604385128694;0.008817921830314586;0.0109628217349857;0.0011916110581506197;0.011201143946615824;0.008579599618684462;0.02359389895138227;0.027645376549094377;0.018589132507149667;0.016682554814108675;0.015252621544327931;0.007387988560533841;0.008341277407054338;0.019542421353670163;0.009532888465204958;0.005243088655862726;0.005004766444232603;0.006434699714013346;0.005958055290753098;0.029075309818875118;0.02478551000953289;0.01572926596758818;0.002859866539561487;0.0076263107721639654;0.011677788369876072;0.005004766444232603;0.015967588179218305;0.01572926596758818;0.004051477597712107;0.014537654909437559;0.0019065776930409914;0.013822688274547188;9.532888465204957E-4;0.006434699714013346;0.00905624404194471;0.008579599618684462;0.004766444232602479;0.0109628217349857;0.016682554814108675;0.012631077216396568;0.004528122020972355;0.023117254528122022;0.002859866539561487;0.0038131553860819827;0.03646329837940896;0.015967588179218305;0.003336510962821735;0.010247855100095328;0.006911344137273594;0.012631077216396568},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2690.jpg,3927,BagOfSurf{0.021899668958492487;0.0010185892538833714;0.002037178507766743;0.01757066462948816;0.0;0.012732365673542145;0.017316017316017316;0.00789406671759613;0.011968423733129615;0.0033104150751209573;0.011968423733129615;0.006875477463712758;0.008403361344537815;0.0035650623885918;7.639419404125286E-4;0.00789406671759613;0.02215431627196333;0.004074357015533486;0.01578813343519226;0.0073847720906544435;0.011204481792717087;0.008658008658008658;0.0017825311942959;0.01324166030048383;0.004329004329004329;0.004074357015533486;0.00967659791189203;0.014514896867838044;0.006620830150241915;0.00789406671759613;0.0012732365673542145;0.013496307613954673;0.0015278838808250573;0.006875477463712758;0.0071301247771836;0.011713776419658773;0.018843901196842372;0.023427552839317547;0.006620830150241915;5.092946269416857E-4;0.010949834479246244;0.004583651642475172;0.002546473134708429;0.0038197097020626434;5.092946269416857E-4;0.014769544181308887;0.008658008658008658;0.0196078431372549;0.009421950598421186;0.002291825821237586;0.01324166030048383;0.0071301247771836;0.01833460656990069;0.0015278838808250573;0.015278838808250574;0.009167303284950344;0.016552075375604786;0.028775146422205244;0.011713776419658773;0.019098548510313215;0.015278838808250574;0.0033104150751209573;0.010185892538833716;0.020117137764196588;0.0106951871657754;0.0053475935828877;0.006111535523300229;0.008403361344537815;0.004583651642475172;0.02037178507766743;0.011968423733129615;0.016552075375604786;0.0015278838808250573;0.006366182836771072;0.014005602240896359;0.004583651642475172;0.014005602240896359;0.013750954927425516;0.006620830150241915;0.01578813343519226;0.0010185892538833714;0.016297428062133943;0.004074357015533486;0.0053475935828877;0.008658008658008658;0.008148714031066972;0.006366182836771072;0.01145912910618793;0.02215431627196333;0.016297428062133943;0.0073847720906544435;0.018079959256429846;0.004838298955946015;0.004074357015533486;0.024446142093200916;0.014005602240896359;0.0033104150751209573;0.013750954927425516;0.012477718360071301;0.012223071046600458},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst2/img_2691.jpg,3009,BagOfSurf{0.024925224327018942;0.0;0.0019940179461615153;0.010967098703888335;3.3233632436025255E-4;0.006646726487205052;0.022931206380857428;0.006979062811565304;0.009637753406447324;0.0036556995679627785;0.014622798271851114;0.007311399135925557;0.005649717514124294;0.005649717514124294;9.970089730807576E-4;0.018278497839813893;0.01794616151545364;0.006646726487205052;0.009970089730807577;0.01296111665004985;0.01694915254237288;0.005317381189764041;0.005982053838484547;0.014955134596211365;0.005982053838484547;0.005317381189764041;0.004320372216683284;0.012628780325689598;0.012628780325689598;0.011299435028248588;9.970089730807576E-4;0.012296444001329345;0.002326354270521768;0.009305417082087071;0.006979062811565304;0.01661681621801263;0.011299435028248588;0.015952143569292122;0.008640744433366567;3.3233632436025255E-4;0.015619807244931871;0.00897308075772682;0.005982053838484547;0.005649717514124294;9.970089730807576E-4;0.01296111665004985;0.014622798271851114;0.020272515785975408;0.011299435028248588;0.0029910269192422734;0.01661681621801263;0.007976071784646061;0.016284479893652375;0.0036556995679627785;0.014622798271851114;0.008640744433366567;0.011964107676969093;0.018610834164174143;0.01030242605516783;0.009305417082087071;0.013625789298770355;0.007976071784646061;0.012628780325689598;0.011964107676969093;0.01296111665004985;0.007976071784646061;0.011299435028248588;0.009637753406447324;0.007311399135925557;0.014290461947490861;0.013625789298770355;0.013625789298770355;0.005317381189764041;0.011299435028248588;0.01661681621801263;0.004652708541043536;0.006979062811565304;0.010967098703888335;0.007311399135925557;0.01163177135260884;0.004985044865403789;0.017281488866733134;0.0036556995679627785;0.005982053838484547;0.006646726487205052;0.005649717514124294;0.004985044865403789;0.011964107676969093;0.022931206380857428;0.017281488866733134;0.007643735460285809;0.008308408109006314;0.010967098703888335;0.002326354270521768;0.01661681621801263;0.01794616151545364;0.005649717514124294;0.009970089730807577;0.013293452974410104;0.008640744433366567},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst3/img 073.jpg,2199,BagOfSurf{0.004547521600727604;0.005457025920873124;0.002273760800363802;0.018190086402910415;4.5475216007276033E-4;0.008185538881309686;0.015006821282401092;0.027285129604365622;0.01227830832196453;0.006366530241018645;0.010004547521600727;0.010459299681673489;0.006366530241018645;0.004092769440654843;0.0036380172805820826;0.002273760800363802;0.01273306048203729;0.007276034561164165;0.008185538881309686;0.009095043201455207;0.009549795361527967;0.007276034561164165;0.004547521600727604;0.020009095043201454;0.008185538881309686;0.0036380172805820826;0.010004547521600727;0.011368804001819008;0.01227830832196453;0.01182355616189177;0.004547521600727604;0.009095043201455207;0.002728512960436562;0.009095043201455207;0.008185538881309686;0.023192360163710776;0.017280582082764895;0.015916325602546612;0.008640291041382447;0.0018190086402910413;0.01182355616189177;0.005911778080945885;0.0018190086402910413;0.0050022737608003635;0.0018190086402910413;0.019554342883128694;0.008185538881309686;0.01273306048203729;0.01227830832196453;0.004092769440654843;0.009095043201455207;0.010914051841746248;0.023192360163710776;0.002273760800363802;0.015006821282401092;0.01227830832196453;0.009095043201455207;0.027285129604365622;0.01227830832196453;0.011368804001819008;0.005457025920873124;0.004547521600727604;0.01318781264211005;0.021373351523419737;0.017280582082764895;0.010459299681673489;0.01318781264211005;0.010459299681673489;0.009549795361527967;0.02364711232378354;0.0068212824010914054;0.020009095043201454;0.0031832651205093224;0.007276034561164165;0.007730786721236926;0.0031832651205093224;0.004547521600727604;0.008185538881309686;0.009095043201455207;0.008640291041382447;0.004547521600727604;0.01455206912232833;0.007730786721236926;0.009549795361527967;0.01409731696225557;0.010459299681673489;0.004547521600727604;0.009549795361527967;0.0241018644838563;0.004092769440654843;0.01227830832196453;0.009095043201455207;0.0031832651205093224;0.0036380172805820826;0.010914051841746248;0.010004547521600727;0.007276034561164165;0.009549795361527967;0.017735334242837655;0.015916325602546612},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst3/img 074.jpg,1789,BagOfSurf{0.011179429849077696;0.0016769144773616546;5.589714924538849E-4;0.013415315818893237;0.0;0.009502515371716043;0.016769144773616546;0.016769144773616546;0.012297372833985467;0.007825600894354388;0.010620458356623811;0.011179429849077696;0.007825600894354388;0.006148686416992733;0.002794857462269424;0.004471771939631079;0.013415315818893237;0.005030743432084964;0.011179429849077696;0.0072666294019005035;0.013415315818893237;0.011179429849077696;0.004471771939631079;0.01956400223588597;0.008384572386808273;0.006707657909446618;0.008943543879262158;0.010620458356623811;0.011179429849077696;0.005589714924538848;0.010061486864169928;0.008384572386808273;0.0011179429849077697;0.011179429849077696;0.006148686416992733;0.021240916713247623;0.008943543879262158;0.01732811626607043;0.011179429849077696;0.0016769144773616546;0.01732811626607043;0.005030743432084964;0.003912800447177194;0.005589714924538848;0.003912800447177194;0.0184460592509782;0.010061486864169928;0.015651201788708775;0.008384572386808273;0.0011179429849077697;0.010620458356623811;0.006707657909446618;0.011179429849077696;0.003912800447177194;0.010061486864169928;0.008943543879262158;0.013974287311347122;0.03018446059250978;0.010061486864169928;0.016769144773616546;0.008943543879262158;0.005589714924538848;0.012856344326439352;0.013415315818893237;0.0072666294019005035;0.008384572386808273;0.006707657909446618;0.005030743432084964;0.006148686416992733;0.023476802683063163;0.013974287311347122;0.013415315818893237;0.004471771939631079;0.010620458356623811;0.008943543879262158;0.003912800447177194;0.008384572386808273;0.012297372833985467;0.005589714924538848;0.012856344326439352;0.003353828954723309;0.014533258803801007;0.006148686416992733;0.0072666294019005035;0.010061486864169928;0.010061486864169928;0.003912800447177194;0.007825600894354388;0.021799888205701508;0.019005030743432086;0.007825600894354388;0.014533258803801007;0.0072666294019005035;0.01732811626607043;0.017887087758524316;0.01732811626607043;0.010620458356623811;0.010061486864169928;0.009502515371716043;0.012297372833985467},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst3/img 075.jpg,1417,BagOfSurf{0.016937191249117856;0.006351446718419196;0.0035285815102328866;0.008468595624558928;7.057163020465773E-4;0.009880028228652082;0.011997177134791814;0.021877205363443897;0.009174311926605505;0.0056457304163726185;0.014820042342978124;0.0056457304163726185;0.006351446718419196;0.006351446718419196;0.0056457304163726185;0.009880028228652082;0.021877205363443897;0.0035285815102328866;0.013408609738884969;0.008468595624558928;0.012702893436838392;0.004940014114326041;0.004234297812279464;0.011997177134791814;0.006351446718419196;0.006351446718419196;0.009880028228652082;0.008468595624558928;0.011997177134791814;0.009880028228652082;0.0056457304163726185;0.011291460832745237;0.006351446718419196;0.008468595624558928;0.009880028228652082;0.01058574453069866;0.014820042342978124;0.016937191249117856;0.011291460832745237;7.057163020465773E-4;0.015525758645024701;0.0056457304163726185;0.006351446718419196;0.013408609738884969;0.0028228652081863093;0.012702893436838392;0.013408609738884969;0.017642907551164433;0.007057163020465773;7.057163020465773E-4;0.0077628793225123505;0.009880028228652082;0.008468595624558928;0.006351446718419196;0.015525758645024701;0.007057163020465773;0.009174311926605505;0.014820042342978124;0.013408609738884969;0.01834862385321101;0.0077628793225123505;0.01058574453069866;0.0077628793225123505;0.015525758645024701;0.008468595624558928;0.008468595624558928;0.008468595624558928;0.009174311926605505;0.009174311926605505;0.03175723359209598;0.011997177134791814;0.017642907551164433;0.004940014114326041;0.004234297812279464;0.0077628793225123505;0.004940014114326041;0.004940014114326041;0.008468595624558928;0.0077628793225123505;0.011997177134791814;0.008468595624558928;0.011997177134791814;0.006351446718419196;0.009880028228652082;0.008468595624558928;0.008468595624558928;0.004234297812279464;0.007057163020465773;0.024700070571630206;0.02611150317572336;0.011997177134791814;0.012702893436838392;0.008468595624558928;0.0035285815102328866;0.017642907551164433;0.014114326040931546;0.008468595624558928;0.011291460832745237;0.009880028228652082;0.004940014114326041},8
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/08/inst3/img 076.jpg,1590,BagOfSurf{0.01949685534591195;0.02389937106918239;0.0018867924528301887;0.018867924528301886;0.0;0.005031446540880503;0.023270440251572325;0.027672955974842768;0.010691823899371069;0.0037735849056603774;0.011320754716981131;0.010062893081761006;0.006289308176100629;0.00440251572327044;0.005660377358490566;0.011320754716981131;0.035849056603773584;0.006918238993710692;0.012578616352201259;0.008176100628930818;0.027672955974842768;0.005031446540880503;0.005031446540880503;0.0220125786163522;0.008176100628930818;0.013207547169811321;0.006918238993710692;0.007547169811320755;0.006918238993710692;0.00880503144654088;0.0025157232704402514;0.00880503144654088;0.006289308176100629;0.006289308176100629;0.013836477987421384;0.0220125786163522;0.009433962264150943;0.031446540880503145;0.006918238993710692;0.0;0.011320754716981131;0.0018867924528301887;0.0018867924528301887;0.0031446540880503146;0.0025157232704402514;0.014465408805031447;0.007547169811320755;0.013207547169811321;0.011320754716981131;0.0037735849056603774;0.015723270440251572;0.005660377358490566;0.007547169811320755;6.289308176100629E-4;0.009433962264150943;0.00440251572327044;0.008176100628930818;0.021383647798742137;0.007547169811320755;0.015723270440251572;0.007547169811320755;0.005660377358490566;0.007547169811320755;0.016981132075471698;0.00880503144654088;0.005031446540880503;0.010062893081761006;0.005660377358490566;0.006289308176100629;0.027672955974842768;0.012578616352201259;0.016981132075471698;0.006289308176100629;0.0031446540880503146;0.011320754716981131;6.289308176100629E-4;0.006289308176100629;0.009433962264150943;0.00440251572327044;0.00880503144654088;0.006289308176100629;0.012578616352201259;0.0018867924528301887;0.005660377358490566;0.011949685534591196;0.009433962264150943;0.00440251572327044;0.005031446540880503;0.011949685534591196;0.04779874213836478;0.007547169811320755;0.0031446540880503146;0.0031446540880503146;0.0037735849056603774;0.00880503144654088;0.010691823899371069;0.006289308176100629;0.00880503144654088;0.00880503144654088;0.007547169811320755},8
